sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
ORIR0061-Gold-6,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Bang raw emerald ring-Gold-6","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",114.000000,,,,bang-raw-emerald-ring-gold-6,"Bang raw emerald ring","Bang raw emerald ring","Bang raw emerald ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:50 PM","6/10/20, 4:50 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=6,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0061-Gold-7,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Bang raw emerald ring-Gold-7","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",114.000000,,,,bang-raw-emerald-ring-gold-7,"Bang raw emerald ring","Bang raw emerald ring","Bang raw emerald ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:50 PM","6/10/20, 4:50 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=7,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0061-Gold-8,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Bang raw emerald ring-Gold-8","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",114.000000,,,,bang-raw-emerald-ring-gold-8,"Bang raw emerald ring","Bang raw emerald ring","Bang raw emerald ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:50 PM","6/10/20, 4:50 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=8,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0061-Gold-9,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Bang raw emerald ring-Gold-9","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",114.000000,,,,bang-raw-emerald-ring-gold-9,"Bang raw emerald ring","Bang raw emerald ring","Bang raw emerald ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:50 PM","6/10/20, 4:50 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=9,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0061,,Default,configurable,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Bang raw emerald ring","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Catalog, Search",,,,,bang-raw-emerald-ring,"Bang raw emerald ring","Bang raw emerald ring","Bang raw emerald ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",/o/r/orir0061_2_.jpg,,/o/r/orir0061_2_.jpg,,/o/r/orir0061_2_.jpg,,/o/r/orir0061_2_.jpg,,"6/10/20, 4:50 PM","7/13/20, 2:46 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",Colombia,"complete_your_look=21,hover=/o/r/orir0061_1_.jpg,mgs_brand=Fenomena,mobile_sizechart=no_selection,sizechart=no_selection,ts_packaging_type=None,you_may_also_like=71",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/o/r/orir0061_1_.jpg,/o/r/orir0061_2_.jpg,/o/r/orir0061.jpg",",,",,,,,,,,,,"sku=ORIR0061-Gold-6,color=Gold,size=6|sku=ORIR0061-Gold-5,color=Gold,size=5|sku=ORIR0061-Gold-9,color=Gold,size=9|sku=ORIR0061-Gold-8,color=Gold,size=8|sku=ORIR0061-Gold-7,color=Gold,size=7","color=Color,size=Size"
ORIR0062-Gold-5,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring-Gold-5","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",136.000000,,,,irregular-golden-ring-gold-5,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:55 PM","6/10/20, 4:55 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=5,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0062-Gold-6,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring-Gold-6","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",136.000000,,,,irregular-golden-ring-gold-6,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:55 PM","6/10/20, 4:55 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=6,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0062-Gold-7,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring-Gold-7","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",136.000000,,,,irregular-golden-ring-gold-7,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:55 PM","6/10/20, 4:55 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=7,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0062-Gold-8,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring-Gold-8","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",136.000000,,,,irregular-golden-ring-gold-8,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:55 PM","6/10/20, 4:55 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=8,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0062-Gold-9,,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring-Gold-9","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",136.000000,,,,irregular-golden-ring-gold-9,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",,,,,,,,,"6/10/20, 4:55 PM","6/10/20, 4:55 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=9,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIR0062,,Default,configurable,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Rings,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"irregular Golden ring","<p><strong>Product Details: </strong>Bang ring, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Sizes from 5 to 9<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Catalog, Search",,,,,irregular-golden-ring,"irregular Golden ring","irregular Golden ring","irregular Golden ring Product Details: Bang ring, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: Sizes from 5 to 9Process of Manu",/o/r/orir0062.jpg,,/o/r/orir0062.jpg,,/o/r/orir0062.jpg,,/o/r/orir0062.jpg,,"6/10/20, 4:55 PM","7/13/20, 2:46 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",Colombia,"complete_your_look=21,hover=/o/r/orir0062.jpg,mgs_brand=Fenomena,mobile_sizechart=no_selection,sizechart=no_selection,ts_packaging_type=None,you_may_also_like=71",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/o/r/orir0062.jpg,,,,,,,,,,,"sku=ORIR0062-Gold-6,color=Gold,size=6|sku=ORIR0062-Gold-5,color=Gold,size=5|sku=ORIR0062-Gold-9,color=Gold,size=9|sku=ORIR0062-Gold-8,color=Gold,size=8|sku=ORIR0062-Gold-7,color=Gold,size=7","color=Color,size=Size"
"ORIB0052-Gold-One Size",,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Bracelets,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Golden Cuff-Gold-One Size","<p><strong>Product Details: </strong>Golden Cuff, 24kt Gold Plate<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Adjustable<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",130.000000,,,,golden-cuff-gold-one-size,"Golden Cuff","Golden Cuff","Golden Cuff Product Details: Golden Cuff, 24kt Gold PlateMaterial: 24k gold plating Size & Fit: AdjustableProcess of Manufacturing: Handcrafted by artisansCountry of Origin: ColombiaCare of the product: avoid contact with perfumes, sea or pool water, ",,,,,,,,,"6/10/20, 5:00 PM","6/10/20, 5:00 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=One Size,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIB0052,,Default,configurable,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Bracelets,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Golden Cuff","<p><strong>Product Details: </strong>Golden Cuff, 24kt Gold Plate<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Adjustable<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Catalog, Search",,,,,golden-cuff,"Golden Cuff","Golden Cuff","Golden Cuff Product Details: Golden Cuff, 24kt Gold PlateMaterial: 24k gold plating Size & Fit: AdjustableProcess of Manufacturing: Handcrafted by artisansCountry of Origin: ColombiaCare of the product: avoid contact with perfumes, sea or pool water, ",/o/r/orib0052_1_.jpg,,/o/r/orib0052_1_.jpg,,/o/r/orib0052_1_.jpg,,/o/r/orib0052_1_.jpg,,"6/10/20, 5:00 PM","7/13/20, 2:46 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",Colombia,"complete_your_look=21,hover=/o/r/orib0052.jpg,mgs_brand=Fenomena,mobile_sizechart=no_selection,sizechart=no_selection,ts_packaging_type=None,you_may_also_like=70",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/o/r/orib0052_1_.jpg,/o/r/orib0052.jpg",",",,,,,,,,,,"sku=ORIB0052-Gold-One Size,color=Gold,size=One Size","color=Color,size=Size"
"ORIB0053E-Gold-One Size",,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Bracelets,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Golden Cuff with raw emerald-Gold-One Size","<p><strong>Product Details: </strong>Golden Cuff, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Adjustable<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",205.000000,,,,golden-cuff-with-raw-emerald-gold-one-size,"Golden Cuff with raw emerald","Golden Cuff with raw emerald","Golden Cuff with raw emerald Product Details: Golden Cuff, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: AdjustableProcess of Ma",,,,,,,,,"6/10/20, 5:03 PM","6/10/20, 5:03 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=One Size,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
ORIB0053E,,Default,configurable,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Bracelets,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"Golden Cuff with raw emerald","<p><strong>Product Details: </strong>Golden Cuff, 24kt Gold Plate with Raw emeralds<strong>, </strong>Every single piece is hand made with raw stones, there might be small variations from the photo<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> Adjustable<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Catalog, Search",,,,,golden-cuff-with-raw-emerald,"Golden Cuff with raw emerald","Golden Cuff with raw emerald","Golden Cuff with raw emerald Product Details: Golden Cuff, 24kt Gold Plate with Raw emeralds, Every single piece is hand made with raw stones, there might be small variations from the photoMaterial: 24k gold plating Size & Fit: AdjustableProcess of Ma",/o/r/orib0053e_1_.jpg,,/o/r/orib0053e_1_.jpg,,/o/r/orib0053e_1_.jpg,,/o/r/orib0053e_1_.jpg,,"6/10/20, 5:03 PM","7/13/20, 2:46 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",Colombia,"complete_your_look=21,hover=/o/r/orib0053e.jpg,mgs_brand=Fenomena,mobile_sizechart=no_selection,sizechart=no_selection,ts_packaging_type=None,you_may_also_like=70",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/o/r/orib0053e_1_.jpg,/o/r/orib0053e.jpg",",",,,,,,,,,,"sku=ORIB0053E-Gold-One Size,color=Gold,size=One Size","color=Color,size=Size"
"ORIC0064-Gold-One Size",,Default,simple,"Default Category/Jewellery,Default Category/Jewellery/All Jewellery,Default Category/Jewellery/Necklaces,Default Category/Jewellery/Chokers,Default Category/Jewellery/New In,Default Category/Jewellery/Statement pieces,Default Category/Jewellery/Gifting,Default Category/Designers,Default Category/Designers/Fenomena",base,"emerald charm layering necklace-Gold-One Size","<p><strong>Product Details: </strong>Layering necklace with a golden Raw Emerald Circle, 24kt Gold Plate, Lobster Claw Closure<br /><strong>Material:</strong> 24k gold plating <br /><strong>Size & Fit:</strong> 45 CM long<br /><strong>Process of Manufacturing:</strong> Handcrafted by artisans<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> avoid contact with perfumes, sea or pool water, creams, soaps, and other chemicals</p>",,1.000000,1,0,"Not Visible Individually",130.000000,,,,emerald-charm-layering-necklace-gold-one-size,"emerald charm layering necklace","emerald charm layering necklace","emerald charm layering necklace Product Details: Layering necklace with a golden Raw Emerald Circle, 24kt Gold Plate, Lobster Claw ClosureMaterial: 24k gold plating Size & Fit: 45 CM longProcess of Manufacturing: Handcrafted by artisansCountry of Orig",,,,,,,,,"6/10/20, 5:09 PM","6/10/20, 5:09 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Gold,mgs_brand=Fenomena,preorder=No,size=One Size,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
